"Log File",Benchmark,Result,command,commandline,cpuinfo,date,exitcode,expected,maxmem,meminfo,memlimit,mt_all_constr,mt_max_constr,timeout,uname,user,usertime,version,wallclock
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0007.c_ALL_CLAIMS_2015-05-13_202854_GOpwzt.log,LB+PPO0007,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0007.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 20:28:54 BST 2015",0,valid,29468kb,49448476kb,unlimitedkb,5,"restarts               (5)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.19,5.0,0:00.21
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0008.c_ALL_CLAIMS_2015-05-13_180230_M3V3Ft.log,LB+PPO0008,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0008.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 18:02:30 BST 2015",0,valid,29492kb,49448476kb,unlimitedkb,6,"restarts               (6)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.23,5.0,0:00.24
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0009.c_ALL_CLAIMS_2015-05-13_201024_CXFtCO.log,LB+PPO0009,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0009.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 20:10:24 BST 2015",0,valid,29224kb,49448476kb,unlimitedkb,6,"restarts               (6)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.19,5.0,0:00.21
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0010.c_ALL_CLAIMS_2015-05-13_183722_XGBwLu.log,LB+PPO0010,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0010.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 18:37:22 BST 2015",0,valid,29248kb,49448476kb,unlimitedkb,5,"restarts               (5)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.32,5.0,0:00.34
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0011.c_ALL_CLAIMS_2015-05-13_175957_Uw04rk.log,LB+PPO0011,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0011.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 17:59:57 BST 2015",0,valid,29476kb,49448476kb,unlimitedkb,6,"restarts               (6)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.35,5.0,0:00.37
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0012.c_ALL_CLAIMS_2015-05-13_181251_mRtxWo.log,LB+PPO0012,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0012.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 18:12:51 BST 2015",0,valid,29492kb,49448476kb,unlimitedkb,4,"restarts               (4)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.21,5.0,0:00.23
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0013.c_ALL_CLAIMS_2015-05-13_184456_q1mIfL.log,LB+PPO0013,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0013.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 18:44:56 BST 2015",0,valid,29484kb,49448476kb,unlimitedkb,5,"restarts               (5)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.34,5.0,0:00.35
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0014.c_ALL_CLAIMS_2015-05-13_193913_qFsKW4.log,LB+PPO0014,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0014.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 19:39:13 BST 2015",0,valid,29492kb,49448476kb,unlimitedkb,4,"restarts               (4)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.20,5.0,0:00.21
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0015.c_ALL_CLAIMS_2015-05-13_192226_tRwcti.log,LB+PPO0015,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0015.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 19:22:26 BST 2015",0,valid,29456kb,49448476kb,unlimitedkb,5,"restarts               (5)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.20,5.0,0:00.22
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0016.c_ALL_CLAIMS_2015-05-13_191533_I3u264.log,LB+PPO0016,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0016.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 19:15:33 BST 2015",0,valid,29480kb,49448476kb,unlimitedkb,6,"restarts               (6)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.22,5.0,0:00.24
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0017.c_ALL_CLAIMS_2015-05-13_202713_HuJ7I5.log,LB+PPO0017,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0017.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 20:27:13 BST 2015",0,valid,29464kb,49448476kb,unlimitedkb,6,"restarts               (6)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.23,5.0,0:00.25
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0018.c_ALL_CLAIMS_2015-05-13_182022_lPj4YH.log,LB+PPO0018,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0018.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 18:20:22 BST 2015",0,valid,29484kb,49448476kb,unlimitedkb,6,"restarts               (6)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.35,5.0,0:00.36
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0019.c_ALL_CLAIMS_2015-05-13_201208_FVBc0U.log,LB+PPO0019,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0019.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 20:12:08 BST 2015",0,valid,29512kb,49448476kb,unlimitedkb,5,"restarts               (5)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.22,5.0,0:00.23
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0020.c_ALL_CLAIMS_2015-05-13_181840_6cuxqR.log,LB+PPO0020,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0020.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 18:18:40 BST 2015",0,valid,29504kb,49448476kb,unlimitedkb,5,"restarts               (5)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.28,5.0,0:00.29
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0021.c_ALL_CLAIMS_2015-05-13_183332_dhpUWJ.log,LB+PPO0021,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0021.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 18:33:32 BST 2015",0,valid,29488kb,49448476kb,unlimitedkb,4,"restarts               (4)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.27,5.0,0:00.29
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0022.c_ALL_CLAIMS_2015-05-13_182244_aPvaCK.log,LB+PPO0022,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0022.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 18:22:45 BST 2015",0,valid,29508kb,49448476kb,unlimitedkb,6,"restarts               (6)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.35,5.0,0:00.36
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0023.c_ALL_CLAIMS_2015-05-13_194137_cvDiGV.log,LB+PPO0023,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0023.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 19:41:37 BST 2015",0,valid,29476kb,49448476kb,unlimitedkb,4,"restarts               (4)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.21,5.0,0:00.22
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0024.c_ALL_CLAIMS_2015-05-13_194041_tTlJi8.log,LB+PPO0024,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0024.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 19:40:41 BST 2015",0,valid,29516kb,49448476kb,unlimitedkb,5,"restarts               (5)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.21,5.0,0:00.23
/nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/results.cbmc.sc/LB+PPO0025.c_ALL_CLAIMS_2015-05-13_191146_OjBB1T.log,LB+PPO0025,SUCCESSFUL,"cbmc --mm sc","cbmc --mm sc   /nas/narayana/wmm-tc/Benchmarks/cav13/tc/sc/src/build/LB+PPO0025.c","8x Intel(R) Xeon(R) CPU           X5667  @ 3.07GHz @@3058.777MHz","Wed 13 May 19:11:46 BST 2015",0,valid,29488kb,49448476kb,unlimitedkb,6,"restarts               (6)",60s,"Linux 3.17.4-200.fc20.x86_64",narayana,0.22,5.0,0:00.23
